id,english,chinese
14246,"handmade","手工制的"
14247,"handmaiden","侍女"
14248,"hand-me-down","别人用过的东西"
14249,"hand on","传递"
14250,"hand out","分发"
14251,"handout","救济金"
14252,"handover","（所有权或管理权的）移交"
14253,"hand over","交给"
14254,"hand-pick","精心挑选"
14255,"handpick","精心挑选"
14256,"handrail","（楼梯或高处的）栏杆"
14257,"hand round",""
14258,"handset","电话听筒"
14259,"hands-free","（电话等）免提的"
14260,"handshake","握手"
14261,"handsome","（男子）漂亮的"
14262,"hands-on","（经历或工作）亲身实践的"
14263,"handstand","（手）倒立"
14264,"hand-to-hand","（战斗）肉搏的"
14265,"hand to hand",""
14266,"hand to mouth",""
14267,"hand-to-mouth","（生活）勉强糊口的"
14268,"hand tool","手动工具"
14269,"handwash","手洗"
14270,"handwriting","笔迹"
14271,"handwritten","手写的"
14272,"handy","有用的"
14273,"handyman","杂活工"
14274,"hang","悬挂"
14275,"hangar","飞机库"
14276,"hang around","（在某处）等待"
14277,"hang back","（通常指因紧张而）退缩"
14278,"hang-dog",""
14279,"hangdog","面有愧色的"
14280,"hanger","同 coat hanger"
14281,"hanger-on","（尤指为获取好处的）逢迎者"
14282,"hang glider",""
14283,"hang-glider","悬挂式滑翔机"
14284,"hang-gliding","悬挂式滑翔运动"
14285,"hanging","（作装饰的）壁挂"
14286,"hanging basket","（通常用来展示植物或存放水果蔬菜的）挂篮"
14287,"hangman","执行绞刑的人"
14288,"hang on","等一会儿"
14289,"hangout","（某一群人）常去的地方"
14290,"hang out","晾晒（洗好的衣物）"
14291,"hangover","（醉酒后的）宿醉"
14292,"hang round",""
14293,"hang together","团结一致"
14294,"hang up",""
14295,"hang-up","担忧"
14296,"hank","（羊毛、绳、线等的）绞"
14297,"hanker","渴望"
14298,"hankering","渴望"
14299,"hankie",""
14300,"hanky","同 handkerchief"
14301,"hanky-panky","（尤指不得体或不认真的）性行为"
14302,"hansom","(旧时的）双轮有篷马车"
14303,"hanukah","献殿节"
14304,"hanukkah","献殿节"
14305,"haphazard","无计划的"
14306,"hapless","（人）运气不好的"
14307,"happen","（偶然）发生"
14308,"happening","发生的事情"
14309,"happenstance","偶然情况"
14310,"happily","幸运地"
14311,"happy","高兴的"
14312,"happy-go-lucky","无忧无虑的"
14313,"happy hour","欢乐时光（指酒吧的优惠时段）"
14314,"hara-kiri","（旧时日本男子为免受羞辱而进行的）剖腹自尽"
14315,"harangue","努力说服"
14316,"harass","骚扰"
14317,"harassed","焦虑的"
14318,"harassment","骚扰"
14319,"harbinger","（尤指不祥的）先兆"
14320,"harbour","海港"
14321,"harbourmaster","港务长"
14322,"hard","硬的"
14323,"hard and fast","（规则、信息等）固定不变的"
14324,"hardback","硬皮书"
14325,"hardball","采取强硬手段"
14326,"hard-bitten","（常指因经历过很多不幸而）冷酷无情的"
14327,"hardboard","硬质纤维板"
14328,"hard boiled",""
14329,"hard-boiled","（蛋）煮得老的"
14330,"hard cash","现款"
14331,"hard cider","苹果酒"
14332,"hard copy","硬拷贝"
14333,"hard-core","(团体、组织中的）中坚力量"
14334,"hard core","（筑路基的）碎石"
14335,"hardcore","(团体、组织中的）中坚力量"
14336,"hardcover","硬皮书"
14337,"hard currency","硬通货"
14338,"hard disc",""
14339,"hard disk","（计算机）硬盘"
14340,"hard-drinking","酗酒的"
14341,"hard drive","硬盘"
14342,"hard-drive","硬盘"
14343,"hard-edged","（风格、戏剧、文章等）精辟有力的"
14344,"harden","（使）变硬"
14345,"hardened","硬心肠的"
14346,"hard hat","（建筑工人、工厂工人、骑手等戴的）防护帽"
14347,"hard-headed","（人）讲究实际的"
14348,"hard-hearted","硬心肠的"
14349,"hard-hitting","（报告、演讲）尖锐深刻的"
14350,"hard labour","（作为刑罚的）苦工"
14351,"hard-left","诚挚的"
14352,"hard left","（政治）极左派成员"
14353,"hardline","（政策或态度）强硬的"
14354,"hard-line",""
14355,"hardliner","（政党等团体中的）强硬派"
14356,"hard luck","（非自身造成的）坏运气"
14357,"hardly","（用于修正作出的陈述"
14358,"hard-nosed","精明务实的"
14359,"hard of hearing","有听觉障碍的"
14360,"hard porn","赤裸裸的色情作品"
14361,"hard pressed",""
14362,"hard-pressed","处于困境的"
14363,"hard-right",""
14364,"hard right","极右派成员"
14365,"hard sell","强行推销"
14366,"hardship","艰难"
14367,"hard shoulder","（高速公路及其他道路旁的）紧急停车处"
14368,"hard-up",""
14369,"hard up","拮据的"
14370,"hardware","（计算机）硬件"
14371,"hardware store","五金（制品）商店"
14372,"hard-wearing","耐用的"
14373,"hard wearing",""
14374,"hard-wired","（计算机系统）硬接线的"
14375,"hardwired","（计算机系统）硬接线的"
14376,"hard-won","来之不易的"
14377,"hardwood","硬木（如橡木、柚木、红木等）"
14378,"hardworking","努力的"
14379,"hardy","（植物）耐寒的"
14380,"hare","野兔"
14381,"harebrained","（计划、理论）愚蠢的"
14382,"hare-brained","（计划、理论）愚蠢的"
14383,"harem","（尤指伊斯兰教徒的）妻妾"
14384,"haricot bean","（可食用的）菜豆"
14385,"hark","听!注意听！"
14386,"hark back to","与（过去的某事物）类似"
14387,"harlequin","（常为菱形图案组成的）五颜六色的"
14388,"harlot","娼妓"
14389,"harm","（通常为故意地）伤害"
14390,"harmful","有害的"
14391,"harmless","无害的"
14392,"harmonic","和声的"
14393,"harmonica","口琴"
14394,"harmonious","（关系、协定、讨论）融洽的"
14395,"harmonize","（与…）融洽"
14396,"harmony","（人际关系的）融洽"
14397,"harness","控制（情感）"
14398,"harp","竖琴"
14399,"harpist","竖琴师"
14400,"harp on","唠唠叨叨地说个不停"
14401,"harpoon","（捕鲸等用的）鱼镖"
14402,"harpsichord","拨弦古钢琴"
14403,"harpy","哈比（古典神话中的鸟身人面女妖"
14404,"harridan","泼妇"
14405,"harrow","耙"
14406,"harrowing","折磨人的"
14407,"harry","纠缠"
14408,"harsh","（气候或条件）艰苦的"
14409,"harvest","收获"
14410,"harvester","收割机"
14411,"harvest festival","（基督教的）秋收感恩节"
14412,"has",""
14413,"has-been","过气的人物"
14414,"hash","把…弄糟"
14415,"hash browns","煎马铃薯饼"
14416,"hashed browns",""
14417,"hashish","大麻麻醉剂"
14418,"hasn't","（has not 的常用口语形式）"
14419,"hasp","（门、盖子上的）搭扣"
14420,"hassle","麻烦"
14421,"hassock","（教堂里的）跪垫"
14422,"hast","（have 的第二人称单数的过时形式"
14423,"haste","急速"
14424,"hasten","加速"
14425,"hasty","匆忙的"
14426,"hat","（常指带檐的）帽子"
14427,"hatband","帽带（指帽檐之上的一圈装饰性布带）"
14428,"hatbox","帽盒"
14429,"hatch","孵出"
14430,"hatchback","掀背式轿车"
14431,"hatchery","（尤指鱼的）孵化场"
14432,"hatchet","短柄小斧"
14433,"hatchet job","攻击"
14434,"hatchet man","刀斧手"
14435,"hatch out",""
14436,"hatchway","同 hatch"
14437,"hate","仇恨"
14438,"hate campaign","仇恨运动"
14439,"hate crime","（尤指针对同性恋者和少数民族的）仇恨犯罪"
14440,"hateful","极坏的"
14441,"hate-mail",""
14442,"hate mail","恶意信件"
14443,"hater","痛恨…的人"
14444,"hath","（have 的第三人称单数的过时形式）"
14445,"hatpin","（用以把女帽别在头发上的）帽针"
14446,"hatred","仇恨"
14447,"hat-trick","（尤指体育比赛中的）连中三元"
14448,"hat trick",""
14449,"haughty","高傲自大的"
14450,"haul","(用力地）拉"
14451,"haulage","公路货运业"
14452,"hauler","同 haulier"
14453,"haulier","公路货运商"
14454,"haunch","以蹲姿"
14455,"haunt","（不愉快的事）萦绕在心头"
14456,"haunted","（房屋等）有鬼魂出没的"
14457,"haunting","（声音、形象、话语等）令人难忘的"
14458,"haute couture","高级时装设计与制作"
14459,"hauteur","傲慢"
14460,"have","(have 和 has 与过去分词连用构成动词的现在完成时)"
14461,"haven","安全处所"
14462,"have-nots","富人和穷人"
14463,"haven't","（have not 的常用口语形式）"
14464,"haversack","帆布背包"
14465,"haves",""
14466,"havoc","大破坏"
14467,"haw","山楂果"
14468,"hawk","鹰"
14469,"hawk around",""
14470,"hawker","街头小贩"
14471,"hawkish","（政客或政府）鹰派的"
14472,"hawser","（尤指船上的）缆索"
14473,"hawthorn","山楂树"
14474,"hay","（作饲料用的）干草"
14475,"hay fever","枯草热"
14476,"haystack","（露天）干草堆"
14477,"haywire","失控的"
14478,"hazard","危险"
14479,"hazardous","（尤指对健康或安全）有危险的"
14480,"haze","（阴）霾"
14481,"hazel","榛树"
14482,"hazelnut","榛子"
14483,"hazy","雾气腾腾的"
14484,"h-bomb","氢弹"
14485,"hd-dvd",""
14486,"hdtv","高清（晰度）电视"
14487,"h.e.","阁下（对大使等重要官员的尊称）"
14488,"he","他"
14489,"head","（人的）头"
14490,"headache","头痛"
14491,"headband","（扎在头上的）束发带"
14492,"head band",""
14493,"headboard","床头板"
14494,"head boy","（学校中挑选出的）男生代表"
14495,"headbutt","用头撞"
14496,"head-butt","用头撞"
14497,"head count","人数统计"
14498,"headdress","头饰"
14499,"head-dress","头饰"
14500,"header","（足球）头球"
14501,"headfirst","头朝前地"
14502,"head-first","头朝前地"
14503,"head gear",""
14504,"headgear","帽子"
14505,"head girl","（学校中挑选出的）女生代表"
14506,"headhunt","物色（人才）"
14507,"head-hunter",""
14508,"headhunter","物色人才的人"
14509,"heading","标题"
14510,"headlamp","同 headlight"
14511,"headland","陆岬"
14512,"headless","（人或动物）被砍去头的"
14513,"headlight","（车辆的）前灯"
14514,"headline","（尤指报纸头版的）标题"
14515,"headline-grabbing","吸引注意力的"
14516,"headliner","（演出中的）主要演员"
14517,"headlong","快速地"
14518,"headman","（村庄的）村长"
14519,"headmaster","（中小学的）男校长"
14520,"headmistress","（中小学的）女校长"
14521,"head off","拦截"
14522,"head of state","国家元首（如总统、国王或女王）"
14523,"head-on","（撞击）迎面地"
14524,"headphones","（头戴式）耳机"
14525,"headquartered","总部设在…"
14526,"headquarters","总部"
14527,"headrest","（尤指汽车前座上的）头靠"
14528,"headroom","（屋顶或桥下的）净空"
14529,"head scarf",""
14530,"headscarf","（穆斯林妇女戴的）头巾"
14531,"headset","（头戴式）耳机"
14532,"headship","（学?
14533,"head-start",""
14534,"head start","领先"
14535,"headstone","墓碑"
14536,"headstrong","固执的"
14537,"head teacher","（中小学的）校长"
14538,"headteacher",""
14539,"head-to-head","正面交锋的"
14540,"head up","领导"
14541,"headway","前进"
14542,"head-wind",""
14543,"headwind","逆风"
14544,"headword","（词典中的）词目"
14545,"heady","（饮料）易使人醉的"
14546,"heal","痊愈"
14547,"healer","医治者"
14548,"health","健康状况"
14549,"health care worker","医疗（保健）工作人员"
14550,"health centre","卫生院"
14551,"health club","健身俱乐部"
14552,"health farm","健康会馆"
14553,"health food","天然保健食品"
14554,"healthful","有益于健康的"
14555,"health visitor","（英国的）家访护士（指上门提供健康护理等指导的护士）"
14556,"healthy","健康的"
14557,"heal up","（伤口）痊愈"
14558,"heap","（尤指杂乱的）一堆"
14559,"heaped","满满的（一勺）"
14560,"hear","听见"
14561,"hearer","听者"
14562,"hearing","听觉"
14563,"hearing aid","助听器"
14564,"hearing dog","（经过专门训练为聋人提供帮助的）助聋犬"
14565,"hearing-impaired","听觉受损的"
14566,"hear out","听…把话说完"
14567,"hearsay","传闻"
14568,"hearse","灵车"
14569,"heart","心"
14570,"heart-ache",""
14571,"heartache","伤心"
14572,"heart attack","心脏病发作"
14573,"heartbeat","心搏"
14574,"heartbreak","（尤指感情破裂引起的）心碎"
14575,"heartbreaking","令人心碎的"
14576,"heartbroken","极度伤心的"
14577,"heartburn","（消化不良引起的）胃灼热"
14578,"-hearted","（与 kind、cold 等形容词连用构成形容词）表示“心地…的”"
14579,"hearten","鼓舞"
14580,"heart failure","（有时会导致死亡的）心力衰竭"
14581,"heartfelt","诚挚的"
14582,"hearth","壁炉地面"
14583,"hearthrug",""
14584,"hearth rug","壁炉前地毯"
14585,"heartland","（某活动或信仰占优势的）中心区域"
14586,"heartless","残忍的"
14587,"heartrending","使人悲痛的"
14588,"heart-rending","使人悲痛的"
14589,"heartstrings","心弦"
14590,"heart-throb","魅力男子"
14591,"heart-to-heart","贴心的谈话"
14592,"heart-warming","暖人心房的"
14593,"hearty","大声嚷嚷的"
14594,"heat","把…加热"
14595,"heated","（讨论或争吵）激烈的"
14596,"heater","加热器"
14597,"heath","（野草或石南丛生的）荒野"
14598,"heathen","不信教的"
14599,"heather","欧石南"
14600,"heating","（尤指从经济角度考虑的）供暖"
14601,"heat stroke","同 sunstroke"
14602,"heatstroke",""
14603,"heat up","（尤指将已经冷掉的熟食）加热"
14604,"heatwave","热浪"
14605,"heave","（用力地）推"
14606,"heaven","天堂"
14607,"heavenly","天堂的"
14608,"heavenly body","天体"
14609,"heaven-sent","适时的"
14610,"heaven sent",""
14611,"heavenward","朝向天空"
14612,"heave to","（船只）停航"
14613,"heavily","缓慢沉痛地"
14614,"heavy","重的"
14615,"heavy cream","高脂浓奶油"
14616,"heavy-duty","结实的"
14617,"heavy-handed","粗暴的"
14618,"heavy industry","重工业"
14619,"heavy metal","重金属摇滚乐"
14620,"heavy-set","（体格）粗壮的"
